source_ip,window_start,failed_attempts,avg_time_between,unique_usernames,success_ratio,label
192.168.0.11,2025-06-15 18:59:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-15 20:10:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-15 21:12:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 01:29:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 07:48:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 10:18:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 12:01:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 12:37:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 14:22:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 14:33:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 16:03:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 17:26:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 21:08:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 21:44:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-16 23:46:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 00:23:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 02:20:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 02:49:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 04:46:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 19:02:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 19:17:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 19:40:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 20:15:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 21:26:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-17 21:55:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-18 02:16:00,0,60.0,1,1.0,0
192.168.0.11,2025-06-18 08:00:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 14:29:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 15:30:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 16:15:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 16:50:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 21:29:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 21:56:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-15 22:47:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 02:42:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 03:38:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 07:40:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 07:49:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 10:06:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 11:37:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 12:24:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 12:47:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 13:55:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 22:51:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-16 23:58:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-17 00:49:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-17 04:09:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-17 19:47:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-17 20:04:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-17 20:24:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 00:27:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 02:52:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 04:40:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 05:15:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 05:39:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 07:34:00,0,60.0,1,1.0,0
192.168.0.12,2025-06-18 08:45:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-15 18:20:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-15 18:39:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-15 19:26:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-15 19:58:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 02:43:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 05:08:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 09:20:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 10:08:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 12:59:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 14:30:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 20:34:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 20:47:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 21:27:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 22:13:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 22:34:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 22:58:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-16 23:07:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 03:57:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 05:05:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 05:31:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 05:41:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 06:42:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 10:09:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 10:29:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 11:31:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 11:43:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 13:54:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 15:24:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 17:17:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 19:38:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 20:28:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-17 23:07:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-18 00:38:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-18 01:01:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-18 01:45:00,0,60.0,1,1.0,0
192.168.0.13,2025-06-18 05:21:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 09:29:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 13:48:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 14:25:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 14:41:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 15:48:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 16:43:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 16:56:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 19:31:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 21:14:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 22:03:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-15 22:43:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 00:32:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 02:23:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 03:22:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 05:04:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 07:45:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 08:50:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 10:12:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 11:30:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 14:28:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 16:32:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 20:24:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-16 23:59:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 03:11:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 04:03:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 04:54:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 05:13:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 05:55:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 09:07:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 11:37:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 12:23:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 13:37:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 14:53:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 20:12:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-17 21:38:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-18 00:44:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-18 02:02:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-18 02:30:00,0,60.0,1,1.0,0
192.168.0.14,2025-06-18 05:44:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-15 10:13:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-15 13:36:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-15 14:23:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-15 16:52:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-15 18:15:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-15 20:02:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 01:24:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 01:48:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 02:27:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 03:52:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 11:02:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 13:37:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 14:04:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 14:20:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 16:13:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 16:52:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 21:00:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-16 21:40:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 01:15:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 02:14:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 03:01:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 03:34:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 04:37:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 04:56:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 05:57:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 06:29:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 06:33:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 07:08:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 14:13:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 21:10:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 21:50:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-17 22:55:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 00:05:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 02:32:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 02:57:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 03:58:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 03:59:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 05:13:00,0,60.0,1,1.0,0
192.168.0.15,2025-06-18 06:33:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 10:24:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 11:57:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 16:06:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 16:12:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 17:22:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 19:06:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 19:56:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 20:31:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-15 22:31:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 05:47:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 10:01:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 11:24:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 15:21:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 15:32:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 20:42:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-16 20:46:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 00:18:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 05:26:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 08:55:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 08:59:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 09:57:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 11:52:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-17 15:12:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-18 04:38:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-18 06:36:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-18 06:55:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-18 07:46:00,0,60.0,1,1.0,0
192.168.0.16,2025-06-18 08:02:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-15 13:42:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-15 17:16:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-15 22:09:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-15 22:21:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 04:43:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 05:17:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 05:19:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 05:36:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 07:19:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 08:19:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 09:56:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 12:52:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 13:58:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 15:51:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 18:45:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 20:05:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-16 20:32:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 06:02:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 08:53:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 10:46:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 11:26:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 11:35:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 11:58:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 13:23:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 14:10:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 16:47:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 17:10:00,0,32.538,2,1.0,0
192.168.0.17,2025-06-17 19:32:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-17 23:03:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 00:41:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 01:57:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 02:06:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 03:00:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 03:35:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 03:39:00,0,60.0,1,1.0,0
192.168.0.17,2025-06-18 05:17:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-15 09:34:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-15 09:42:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-15 17:05:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 01:10:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 01:37:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 02:20:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 04:10:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 04:32:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 13:11:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 15:02:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 15:54:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 16:49:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 17:33:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 19:39:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 21:04:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-16 21:27:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 01:35:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 01:36:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 05:01:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 07:53:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 08:28:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 12:48:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 12:55:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 15:08:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 15:15:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 19:15:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-17 19:45:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-18 01:27:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-18 04:36:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-18 05:34:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-18 07:11:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-18 08:04:00,0,60.0,1,1.0,0
192.168.0.18,2025-06-18 08:15:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-15 09:46:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-15 16:10:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-15 16:34:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-15 17:20:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-15 17:32:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-15 22:07:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 01:51:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 03:47:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 04:15:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 07:24:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 11:49:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 12:41:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 13:42:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 14:44:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 20:09:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 20:19:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 21:53:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 22:30:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-16 23:53:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 00:09:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 03:18:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 06:16:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 10:42:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 11:55:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 12:59:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 20:13:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-17 21:42:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-18 00:24:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-18 05:55:00,0,60.0,1,1.0,0
192.168.0.19,2025-06-18 07:50:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-15 13:55:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-15 18:46:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-15 19:44:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-15 20:32:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 01:15:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 02:48:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 04:47:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 09:35:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 11:13:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 15:47:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 16:07:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 18:05:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-16 19:26:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 04:00:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 04:04:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 05:21:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 05:59:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 06:25:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 09:05:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 09:13:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 11:19:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 11:23:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 15:23:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 17:32:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 20:42:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-17 22:25:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-18 00:12:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-18 00:13:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-18 00:48:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-18 03:43:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-18 04:51:00,0,60.0,1,1.0,0
192.168.0.20,2025-06-18 06:15:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 09:18:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 09:56:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 15:57:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 17:01:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 18:00:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 22:14:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-15 22:40:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 03:26:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 07:29:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 07:59:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 08:51:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 09:03:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 10:41:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 13:09:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 14:08:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 14:24:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 16:41:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 22:20:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 23:24:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-16 23:27:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 02:53:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 05:19:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 16:41:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 17:26:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 17:37:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 19:30:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 19:54:00,0,60.0,1,1.0,0
192.168.0.21,2025-06-17 20:30:00,0,60.0,1,1.0,0
